Date,Campaign ID,Campaign Name,Targeting Type,Targeting Value,Match Type,Most Viewed Position,Pacing Type,CPM,Impressions,Direct ATC,Indirect ATC,Direct Quantities Sold,Indirect Quantities Sold,Direct Sales,Indirect Sales,New Users Acquired,Estimated Budget Consumed,Direct RoAS,Total RoAS
05-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
05-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
05-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
05-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
05-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
05-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,2,0,0,0,0,0,0,0,1,0,0
05-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,13,0,0,0,0,0,0,0,6.5,0,0
05-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,20,0,0,0,0,0,0,0,10,0,0
05-06-2026,529352,Plates - Generic June'26,Keyword,paper plate,EXACT,9,DAILY,475,1700,11,0,7,0,1083,0,4,812.5,1.332923077,1.332923077
05-06-2026,529352,Plates - Generic June'26,Keyword,plates,EXACT,1,DAILY,475,4207,62,5,38,5,4972,495,26,2005.8,2.478811447,2.725595772
05-06-2026,529352,Plates - Generic June'26,Keyword,paper plates,EXACT,5,DAILY,475,1140,24,4,24,4,3006,396,19,544.3,5.522689693,6.250229653
05-06-2026,529352,Plates - Generic June'26,Keyword,disposable plates,EXACT,5,DAILY,475,1471,50,3,35,3,5065,387,27,705.8,7.176253896,7.724567866
05-06-2026,529352,Plates - Generic June'26,Keyword,use and throw plate,EXACT,5,DAILY,475,980,17,2,8,1,902,99,9,468.1,1.926938688,2.138431959
05-06-2026,529356,Eco and vernacular June'26,Keyword,dona,EXACT,1,DAILY,350,360,11,0,6,0,684,0,4,132.9,5.146726862,5.146726862
05-06-2026,529356,Eco and vernacular June'26,Keyword,pattal,EXACT,1,DAILY,350,655,4,1,4,0,426,0,4,235.2,1.81122449,1.81122449
05-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,17,0,0,0,0,0,0,0,6.1,0,0
05-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,2,0,0,0,0,0,0,0,0.8,0,0
05-06-2026,529356,Eco and vernacular June'26,Keyword,patal,SMART,1,DAILY,350,172,0,0,0,0,0,0,0,61,0,0
05-06-2026,529356,Eco and vernacular June'26,Keyword,patt,SMART,5,DAILY,350,30,0,0,0,0,0,0,0,10.8,0,0
05-06-2026,529356,Eco and vernacular June'26,Keyword,patta,SMART,5,DAILY,350,40,0,0,0,0,0,0,0,14.3,0,0
05-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,2,0,0,0,0,0,0,0,0.8,0,0
05-06-2026,529356,Eco and vernacular June'26,Keyword,patravali,EXACT,1,DAILY,350,316,4,0,5,0,595,0,3,112.6,5.284191829,5.284191829
05-06-2026,529356,Eco and vernacular June'26,Keyword,patr,SMART,1,DAILY,350,73,0,0,0,0,0,0,0,26.8,0,0
05-06-2026,529356,Eco and vernacular June'26,Keyword,patra,SMART,1,DAILY,350,126,0,0,0,0,0,0,0,46,0,0
05-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,2,0,0,0,0,0,0,0,0.8,0,0
05-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,1,0,0,0,0,0,0,0,0.4,0,0
05-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,1,0,0,0,0,0,0,0,0.4,0,0
05-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,2,0,0,0,0,0,0,0,0.8,0,0
05-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,2,0,0,0,0,0,0,0,0.8,0,0
05-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,2,0,0,0,0,0,0,0,0.8,0,0
05-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,11,0,0,0,0,0,0,0,4.4,0,0
05-06-2026,529356,Eco and vernacular June'26,Keyword,compostable plates,EXACT,1,DAILY,350,11,0,0,0,0,0,0,0,3.9,0,0
05-06-2026,529356,Eco and vernacular June'26,Keyword,sugarcane plates,EXACT,1,DAILY,300,13,0,0,0,0,0,0,0,3.9,0,0
05-06-2026,529356,Eco and vernacular June'26,Keyword,areca plate,EXACT,1,DAILY,300,93,0,0,0,0,0,0,0,27.9,0,0
05-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,300,2,0,0,0,0,0,0,0,0.6,0,0
05-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,300,4,0,0,0,0,0,0,0,1.2,0,0
05-06-2026,529356,Eco and vernacular June'26,Keyword,are,SMART,1,DAILY,300,618,0,0,0,0,0,0,0,185.4,0,0
05-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,300,25,0,0,0,0,0,0,0,7.5,0,0
05-06-2026,529356,Eco and vernacular June'26,Keyword,areca,SMART,1,DAILY,300,172,0,0,0,0,0,0,0,51.6,0,0
05-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,300,26,0,0,0,0,0,0,0,7.8,0,0
05-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,300,5,0,0,0,0,0,0,0,1.5,0,0
05-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,300,12,0,0,0,0,0,0,0,3.6,0,0
05-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,300,4,0,0,0,0,0,0,0,1.2,0,0
05-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,300,31,0,0,0,0,0,0,0,9.3,0,0
05-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,300,2,0,0,0,0,0,0,0,0.6,0,0
05-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,300,19,0,0,0,0,0,0,0,5.7,0,0
05-06-2026,529356,Eco and vernacular June'26,Keyword,bamboo plate,EXACT,5,DAILY,350,44,0,0,0,0,0,0,0,15.7,0,0
05-06-2026,529356,Eco and vernacular June'26,Keyword,banana leaf plate,EXACT,1,DAILY,350,163,0,0,0,0,0,0,0,58.7,0,0
05-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,5,DAILY,350,6,0,0,0,0,0,0,0,2.3,0,0
05-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,5,DAILY,350,2,0,0,0,0,0,0,0,0.8,0,0
05-06-2026,529356,Eco and vernacular June'26,Keyword,bana,SMART,1,DAILY,350,701,1,0,1,0,119,0,0,245.7,0.484330484,0.484330484
05-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,5,DAILY,350,1,0,0,0,0,0,0,0,0.4,0,0
05-06-2026,529356,Eco and vernacular June'26,Keyword,banana le,SMART,1,DAILY,350,73,0,0,0,0,0,0,0,26.7,0,0
05-06-2026,529356,Eco and vernacular June'26,Keyword,banana lea,SMART,1,DAILY,350,141,1,0,1,0,119,0,1,51.5,2.310679612,2.310679612
05-06-2026,529356,Eco and vernacular June'26,Keyword,banana leaf,SMART,1,DAILY,350,393,1,0,1,0,119,0,1,140.3,0.848182466,0.848182466
05-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,5,DAILY,350,2,0,0,0,0,0,0,0,0.8,0,0
05-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,5,DAILY,350,6,0,0,0,0,0,0,0,2.3,0,0
05-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,5,DAILY,350,2,0,0,0,0,0,0,0,0.8,0,0
05-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,5,DAILY,350,1,0,0,0,0,0,0,0,0.4,0,0
05-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,5,DAILY,350,2,0,0,0,0,0,0,0,0.8,0,0
05-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,5,DAILY,350,4,0,0,0,0,0,0,0,1.4,0,0
05-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,5,DAILY,350,4,0,0,0,0,0,0,0,1.6,0,0
05-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,5,DAILY,350,1,0,0,0,0,0,0,0,0.4,0,0
05-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,5,DAILY,350,1,0,0,0,0,0,0,0,0.4,0,0
05-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,5,DAILY,350,11,0,0,0,0,0,0,0,4.4,0,0
05-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,5,DAILY,350,5,0,0,0,0,0,0,0,2,0,0
05-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,5,DAILY,350,12,0,0,0,0,0,0,0,4.4,0,0
05-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,5,DAILY,350,8,0,0,0,0,0,0,0,3,0,0
05-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,5,DAILY,350,4,0,0,0,0,0,0,0,1.4,0,0
05-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,5,DAILY,350,2,0,0,0,0,0,0,0,0.8,0,0
05-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,5,DAILY,350,8,0,0,0,0,0,0,0,3.2,0,0
05-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,5,DAILY,350,12,0,0,0,0,0,0,0,4.7,0,0
05-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,5,DAILY,350,13,0,0,0,0,0,0,0,5.2,0,0
05-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,5,DAILY,350,2,0,0,0,0,0,0,0,0.8,0,0
05-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,5,DAILY,350,16,0,0,0,0,0,0,0,5.7,0,0
05-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,5,DAILY,350,30,0,0,0,0,0,0,0,11.1,0,0
05-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,5,DAILY,350,2,0,0,0,0,0,0,0,0.8,0,0
05-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,5,DAILY,350,2,0,0,0,0,0,0,0,0.8,0,0
05-06-2026,529356,Eco and vernacular June'26,Keyword,bagasse plates,EXACT,9,DAILY,300,7,0,0,0,0,0,0,0,2.1,0,0
05-06-2026,529359,Discovery – Typed/Partial June'26,Keyword,disp,EXACT,1,DAILY,300,1720,19,0,10,0,1290,0,5,516,2.5,2.5
05-06-2026,529359,Discovery – Typed/Partial June'26,Keyword,disposa,EXACT,5,DAILY,300,984,12,1,7,1,983,99,6,295.2,3.329945799,3.665311653
05-06-2026,529359,Discovery – Typed/Partial June'26,Keyword,dispos,EXACT,5,DAILY,300,884,11,1,8,1,982,99,1,265.2,3.702865762,4.076168929
05-06-2026,529359,Discovery – Typed/Partial June'26,Keyword,disposabl,EXACT,5,DAILY,300,241,0,1,0,1,0,99,0,72.3,0,1.369294606
05-06-2026,529359,Discovery – Typed/Partial June'26,Keyword,dispo,EXACT,5,DAILY,300,3676,51,10,38,5,4922,675,29,1102.8,4.463184621,5.075262967
05-06-2026,529359,Discovery – Typed/Partial June'26,Keyword,disposal,EXACT,5,DAILY,300,2122,20,0,13,0,1647,0,9,636.6,2.587181904,2.587181904
05-06-2026,529361,Material Conquest June'26,Keyword,thermocol plate,EXACT,1,DAILY,300,28,0,0,0,0,0,0,0,8.4,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,steel plate,EXACT,1,DAILY,450,414,1,0,1,0,99,0,0,190.5,0.519685039,0.519685039
05-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,2,0,0,0,0,0,0,0,1,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,2,0,0,0,0,0,0,0,1,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,2,0,0,0,0,0,0,0,1,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,2,0,0,0,0,0,0,0,1,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,7,1,0,1,0,99,0,1,3.3,30,30
05-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,74,0,0,0,0,0,0,0,34.9,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,plate,SMART,1,DAILY,450,828,8,0,4,0,426,0,4,380.3,1.120168288,1.120168288
05-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,4,0,0,0,0,0,0,0,2,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,2,0,0,0,0,0,0,0,1,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,1,0,0,0,0,0,0,0,0.5,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,2,0,0,0,0,0,0,0,1,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,15,0,0,0,0,0,0,0,7.3,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,1,0,0,0,0,0,0,0,0.5,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,20,0,0,0,0,0,0,0,9.4,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,4,0,0,0,0,0,0,0,2,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,3,0,0,0,0,0,0,0,1.5,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,3,0,0,0,0,0,0,0,1.5,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,2,0,0,0,0,0,0,0,1,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,13,0,0,0,0,0,0,0,6.3,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,6,0,0,0,0,0,0,0,2.8,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,2,0,0,0,0,0,0,0,1,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,5,0,0,0,0,0,0,0,2.3,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,5,1,0,1,0,189,0,1,2.4,78.75,78.75
05-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,2,0,0,0,0,0,0,0,1,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,2,0,0,0,0,0,0,0,1,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,41,0,0,0,0,0,0,0,19.4,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,44,0,0,0,0,0,0,0,20.7,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,stee,SMART,1,DAILY,450,263,0,1,0,0,0,0,0,121.5,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,steel,SMART,1,DAILY,450,878,0,0,0,0,0,0,0,401.1,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,34,0,0,0,0,0,0,0,15.7,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,7,0,0,0,0,0,0,0,3.4,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,18,0,0,0,0,0,0,0,8.8,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,14,0,0,0,0,0,0,0,6.8,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,3,0,0,0,0,0,0,0,1.5,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,36,0,0,0,0,0,0,0,16.6,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,2,0,0,0,0,0,0,0,1,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,1,0,0,0,0,0,0,0,0.5,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,1,0,0,0,0,0,0,0,0.5,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,4,0,0,0,0,0,0,0,2,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,2,0,0,0,0,0,0,0,1,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,8,0,0,0,0,0,0,0,3.8,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,450,2,0,0,0,0,0,0,0,1,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,plastic plate,EXACT,1,DAILY,300,170,1,0,1,0,69,0,1,51,1.352941176,1.352941176
05-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,300,3,0,0,0,0,0,0,0,0.9,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,300,1,0,0,0,0,0,0,0,0.3,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,plastic pl,SMART,1,DAILY,300,28,0,0,0,0,0,0,0,8.4,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,plastic pla,SMART,1,DAILY,300,7,0,0,0,0,0,0,0,2.1,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,plastic plant,SMART,1,DAILY,300,29,0,0,0,0,0,0,0,8.7,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,plastic plants,SMART,1,DAILY,300,5,0,0,0,0,0,0,0,1.5,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,plastic plat,SMART,1,DAILY,300,7,0,0,0,0,0,0,0,2.1,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,300,2,0,0,0,0,0,0,0,0.6,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,plastic plates,SMART,1,DAILY,300,31,0,0,0,0,0,0,0,9.3,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,plasticplate,SMART,1,DAILY,300,4,0,0,0,0,0,0,0,1.2,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,300,2,0,0,0,0,0,0,0,0.6,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,1,DAILY,300,2,0,0,0,0,0,0,0,0.6,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,plate plastic,SMART,1,DAILY,300,9,0,0,0,0,0,0,0,2.7,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,plates plastic,SMART,1,DAILY,300,4,0,0,0,0,0,0,0,1.2,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,plastic bowl,EXACT,1,DAILY,400,199,2,0,1,0,99,0,1,79.6,1.243718593,1.243718593
05-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,5,DAILY,400,10,0,0,0,0,0,0,0,4,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,5,DAILY,400,10,0,0,0,0,0,0,0,4,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,bowl,SMART,3,DAILY,400,241,1,0,0,0,0,0,0,96.4,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,5,DAILY,400,2,0,0,0,0,0,0,0,0.8,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,5,DAILY,400,1,0,0,0,0,0,0,0,0.4,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,5,DAILY,400,6,0,0,0,0,0,0,0,2.4,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,5,DAILY,400,2,0,0,0,0,0,0,0,0.8,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,5,DAILY,400,2,0,0,0,0,0,0,0,0.8,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,5,DAILY,400,4,0,0,0,0,0,0,0,1.6,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,5,DAILY,400,2,0,0,0,0,0,0,0,0.8,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,5,DAILY,400,1,0,0,0,0,0,0,0,0.4,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,5,DAILY,400,2,0,0,0,0,0,0,0,0.8,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,5,DAILY,400,1,0,0,0,0,0,0,0,0.4,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,plas,SMART,1,DAILY,400,34,0,0,0,0,0,0,0,13.6,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,plast,SMART,1,DAILY,400,26,0,0,0,0,0,0,0,10.4,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,5,DAILY,400,6,0,0,0,0,0,0,0,2.4,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,plastic,SMART,1,DAILY,400,65,0,0,0,0,0,0,0,26,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,5,DAILY,400,19,0,0,0,0,0,0,0,7.6,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,5,DAILY,400,4,0,0,0,0,0,0,0,1.6,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,5,DAILY,400,4,0,0,0,0,0,0,0,1.6,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,plastic bo,SMART,5,DAILY,400,70,0,0,0,0,0,0,0,28,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,5,DAILY,400,7,0,0,0,0,0,0,0,2.8,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,5,DAILY,400,2,0,0,0,0,0,0,0,0.8,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,5,DAILY,400,2,0,0,0,0,0,0,0,0.8,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,5,DAILY,400,20,0,0,0,0,0,0,0,8,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,5,DAILY,400,9,0,0,0,0,0,0,0,3.6,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,5,DAILY,400,2,0,0,0,0,0,0,0,0.8,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,5,DAILY,400,8,0,0,0,0,0,0,0,3.2,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,5,DAILY,400,1,0,0,0,0,0,0,0,0.4,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,5,DAILY,400,16,1,0,0,0,0,0,0,6.4,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,5,DAILY,400,14,0,0,0,0,0,0,0,5.6,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,5,DAILY,400,4,0,0,0,0,0,0,0,1.6,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,5,DAILY,400,2,0,0,0,0,0,0,0,0.8,0,0
05-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,5,DAILY,400,2,0,0,0,0,0,0,0,0.8,0,0
05-06-2026,529363,Adjacent SKU – Cups/Spoons June'26,Keyword,disposable spoon,EXACT,5,DAILY,350,1804,13,0,7,0,753,0,5,640.3,1.176011245,1.176011245
05-06-2026,529363,Adjacent SKU – Cups/Spoons June'26,Keyword,disposable cup,EXACT,3,DAILY,350,1116,5,0,2,0,238,0,1,397.4,0.598892803,0.598892803
05-06-2026,529363,Adjacent SKU – Cups/Spoons June'26,Keyword,food container,EXACT,5,DAILY,350,524,0,0,0,0,0,0,0,188.2,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,katori,EXACT,1,DAILY,500,314,1,1,1,0,189,0,1,157,1.203821656,1.203821656
06-06-2026,529350,Bowls - Generic June'26,Keyword,jaat,SMART,1,DAILY,500,5,0,0,0,0,0,0,0,2.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,kat,SMART,1,DAILY,500,3,0,0,0,0,0,0,0,1.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,kataifi,SMART,5,DAILY,500,2,0,0,0,0,0,0,0,1,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,kathari,SMART,1,DAILY,500,5,0,0,0,0,0,0,0,2.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,kathi,SMART,1,DAILY,500,11,0,0,0,0,0,0,0,5.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,kathr,SMART,1,DAILY,500,2,0,0,0,0,0,0,0,1,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,kato,SMART,1,DAILY,500,7,1,0,1,0,99,0,1,3.5,28.28571429,28.28571429
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,kattu,SMART,1,DAILY,500,4,0,0,0,0,0,0,0,2,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,kito,SMART,1,DAILY,500,10,0,0,0,0,0,0,0,5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,kto,SMART,1,DAILY,500,3,0,0,0,0,0,0,0,1.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,small bowl,EXACT,1,DAILY,500,56,0,0,0,0,0,0,0,28,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,bowl small,SMART,1,DAILY,500,7,0,0,0,0,0,0,0,3.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,bowls small,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,small bal,SMART,1,DAILY,500,6,0,0,0,0,0,0,0,3,0,0
