Date,Campaign ID,Campaign Name,Targeting Type,Targeting Value,Match Type,Most Viewed Position,Pacing Type,CPM,Impressions,Direct ATC,Indirect ATC,Direct Quantities Sold,Indirect Quantities Sold,Direct Sales,Indirect Sales,New Users Acquired,Estimated Budget Consumed,Direct RoAS,Total RoAS
07-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,5,DAILY,400,1,0,0,0,0,0,0,0,0.4,0,0
07-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,5,DAILY,400,2,0,0,0,0,0,0,0,0.8,0,0
07-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,5,DAILY,400,7,0,0,0,0,0,0,0,2.8,0,0
07-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,5,DAILY,400,14,0,0,0,0,0,0,0,5.6,0,0
07-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,5,DAILY,400,2,0,0,0,0,0,0,0,0.8,0,0
07-06-2026,529361,Material Conquest June'26,Keyword,plastic,SMART,1,DAILY,400,30,0,0,0,0,0,0,0,12,0,0
07-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,5,DAILY,400,10,0,0,0,0,0,0,0,4,0,0
07-06-2026,529361,Material Conquest June'26,Keyword,plastic bo,SMART,1,DAILY,400,38,0,0,0,0,0,0,0,15.2,0,0
07-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,5,DAILY,400,5,0,0,0,0,0,0,0,2,0,0
07-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,5,DAILY,400,4,0,0,0,0,0,0,0,1.6,0,0
07-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,5,DAILY,400,2,0,0,0,0,0,0,0,0.8,0,0
07-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,5,DAILY,400,4,0,0,0,0,0,0,0,1.6,0,0
07-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,5,DAILY,400,11,0,0,0,0,0,0,0,4.4,0,0
07-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,5,DAILY,400,2,0,0,0,0,0,0,0,0.8,0,0
07-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,5,DAILY,400,3,0,0,0,0,0,0,0,1.2,0,0
07-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,5,DAILY,400,10,0,0,0,0,0,0,0,4,0,0
07-06-2026,529361,Material Conquest June'26,Keyword,Others,SMART,5,DAILY,400,3,0,0,0,0,0,0,0,1.2,0,0
07-06-2026,529363,Adjacent SKU – Cups/Spoons June'26,Keyword,disposable spoon,EXACT,5,DAILY,350,1230,9,0,4,0,406,0,3,438.3,0.926306183,0.926306183
07-06-2026,529363,Adjacent SKU – Cups/Spoons June'26,Keyword,disposable cup,EXACT,3,DAILY,350,1035,8,0,7,0,873,0,7,368.1,2.371638142,2.371638142
07-06-2026,529363,Adjacent SKU – Cups/Spoons June'26,Keyword,food container,EXACT,5,DAILY,350,654,0,0,0,0,0,0,0,234.8,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,disposable bowl,EXACT,1,DAILY,500,571,22,0,13,0,1737,0,11,285.5,6.084063047,6.084063047
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,2,0,0,0,0,0,0,0,1,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,113,0,0,0,0,0,0,0,56.5,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,bow,SMART,1,DAILY,500,355,0,0,0,0,0,0,0,177.5,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,9,0,0,0,0,0,0,0,4.5,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,bowl,SMART,1,DAILY,500,740,2,1,0,1,0,169,1,370,0,0.456756757
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,2,0,0,0,0,0,0,0,1,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,8,0,0,0,0,0,0,0,4,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,3,0,0,0,0,0,0,0,1.5,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,5,0,0,0,0,0,0,0,2.5,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,3,0,0,0,0,0,0,0,1.5,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,30,0,0,0,0,0,0,0,15,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,4,0,0,0,0,0,0,0,2,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,2,0,0,0,0,0,0,0,1,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,33,0,1,0,0,0,0,0,16.5,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,44,0,0,0,0,0,0,0,22,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,1,0,0,0,0,0,0,0.5,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,7,0,0,0,0,0,0,0,3.5,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,2,0,0,0,0,0,0,0,1,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,2,0,0,0,0,0,0,0,1,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,12,0,0,0,0,0,0,0,6,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,5,0,0,0,0,0,0,0,2.5,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,18,0,0,0,0,0,0,0,9,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,3,0,0,0,0,0,0,0,1.5,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,3,0,0,0,0,0,0,0,1.5,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,4,0,0,0,0,0,0,0,2,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,85,5,0,3,0,387,0,0,42.5,9.105882353,9.105882353
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,2,0,0,0,0,0,0,0,1,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,7,0,0,0,0,0,0,0,3.5,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,6,0,0,0,0,0,0,0,3,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,2,0,0,0,0,0,0,0,1,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,disp,SMART,1,DAILY,500,345,0,2,0,1,0,69,1,172.5,0,0.4
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,5,0,0,0,0,0,0,0,2.5,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,6,0,0,0,0,0,0,0,3,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,dispo,SMART,1,DAILY,500,1571,4,3,1,2,99,238,2,785.5,0.126034373,0.429026098
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,135,1,0,0,0,0,0,0,67.5,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,disposa,SMART,1,DAILY,500,373,6,3,2,2,198,338,2,186.5,1.061662198,2.873994638
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,31,0,0,0,0,0,0,0,15.5,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,38,0,0,0,0,0,0,0,19,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,disposable,SMART,1,DAILY,500,1043,24,16,13,10,1377,1440,15,521.5,2.640460211,5.401725791
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,46,0,0,0,0,0,0,0,23,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,17,0,0,0,0,0,0,0,8.5,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,53,0,0,0,0,0,0,0,26.5,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,19,0,0,0,0,0,0,0,9.5,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,5,0,0,0,0,0,0,0,2.5,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,31,1,0,1,0,189,0,1,15.5,12.19354839,12.19354839
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,4,0,0,0,0,0,0,0,2,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,36,0,1,0,1,0,69,1,18,0,3.833333333
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,33,1,0,1,0,189,0,0,16.5,11.45454545,11.45454545
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,3,0,0,0,0,0,0,0,1.5,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,11,0,0,0,0,0,0,0,5.5,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,4,0,0,0,0,0,0,0,2,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,8,0,0,0,0,0,0,0,4,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,2,0,0,0,0,0,0,0,1,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,5,0,0,0,0,0,0,0,2.5,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,2,0,0,0,0,0,0,0,1,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,7,0,0,0,0,0,0,0,3.5,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,17,0,0,0,0,0,0,0,8.5,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,3,0,0,0,0,0,0,0,1.5,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,2,0,0,0,0,0,0,0,1,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,4,0,0,0,0,0,0,0,2,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,disposal,SMART,1,DAILY,500,163,1,0,1,0,99,0,1,81.5,1.214723926,1.214723926
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,2,0,0,0,0,0,0,0,1,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,4,0,0,0,0,0,0,0,2,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,7,0,0,0,0,0,0,0,3.5,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,3,0,0,0,0,0,0,0,1.5,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,4,0,0,0,0,0,0,0,2,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,2,0,0,0,0,0,0,0,1,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,12,0,0,0,0,0,0,0,6,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,83,6,0,4,0,666,0,2,41.5,16.04819277,16.04819277
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,8,1,0,0,0,0,0,0,4,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,3,0,0,0,0,0,0,0,1.5,0,0
08-06-2026,529350,Bowls - Generic June'26,Keyword,disposable bowl,EXACT,1,DAILY,501,10,1,0,1,0,99,0,1,5,19.8,19.8
08-06-2026,529352,Plates - Generic June'26,Keyword,paper plates,EXACT,5,DAILY,475,892,13,1,6,1,614,99,6,427.3,1.436929558,1.668616897
08-06-2026,529352,Plates - Generic June'26,Keyword,disposable plates,EXACT,5,DAILY,475,918,24,3,15,3,1985,297,11,442.3,4.487904137,5.159394076
08-06-2026,529352,Plates - Generic June'26,Keyword,use and throw plate,EXACT,5,DAILY,475,897,38,0,19,0,2511,0,11,428.8,5.855876866,5.855876866
08-06-2026,529356,Eco and vernacular June'26,Keyword,dona,EXACT,1,DAILY,350,346,13,1,5,1,495,99,5,126.9,3.90070922,4.680851064
08-06-2026,529356,Eco and vernacular June'26,Keyword,pattal,EXACT,3,DAILY,350,589,14,0,5,0,605,0,4,212,2.853773585,2.853773585
08-06-2026,529356,Eco and vernacular June'26,Keyword,parwal,SMART,1,DAILY,350,28,0,0,0,0,0,0,0,9.9,0,0
08-06-2026,529356,Eco and vernacular June'26,Keyword,patal,SMART,1,DAILY,350,258,0,0,0,0,0,0,0,91.6,0,0
08-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,5,DAILY,350,22,0,0,0,0,0,0,0,7.9,0,0
08-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,5,DAILY,350,24,0,0,0,0,0,0,0,8.6,0,0
08-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,5,DAILY,350,2,0,0,0,0,0,0,0,0.8,0,0
08-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,5,DAILY,350,6,0,0,0,0,0,0,0,2.4,0,0
08-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,5,DAILY,350,2,0,0,0,0,0,0,0,0.8,0,0
08-06-2026,529356,Eco and vernacular June'26,Keyword,patravali,EXACT,1,DAILY,350,154,0,0,0,0,0,0,0,55.6,0,0
08-06-2026,529356,Eco and vernacular June'26,Keyword,patr,SMART,1,DAILY,350,83,0,0,0,0,0,0,0,30.9,0,0
08-06-2026,529356,Eco and vernacular June'26,Keyword,patra,SMART,1,DAILY,350,112,0,0,0,0,0,0,0,40.8,0,0
08-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,3,0,0,0,0,0,0,0,1.1,0,0
08-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,2,0,0,0,0,0,0,0,0.8,0,0
08-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,9,0,0,0,0,0,0,0,3.6,0,0
08-06-2026,529356,Eco and vernacular June'26,Keyword,compostable plates,EXACT,5,DAILY,350,23,2,0,1,0,69,0,1,8.1,8.518518519,8.518518519
08-06-2026,529356,Eco and vernacular June'26,Keyword,sugarcane plates,EXACT,1,DAILY,300,29,7,0,8,0,1352,0,0,8.7,155.4022989,155.4022989
08-06-2026,529356,Eco and vernacular June'26,Keyword,areca plate,EXACT,1,DAILY,300,34,0,0,0,0,0,0,0,10.2,0,0
08-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,300,6,0,0,0,0,0,0,0,1.8,0,0
08-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,300,2,0,0,0,0,0,0,0,0.6,0,0
08-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,300,2,0,0,0,0,0,0,0,0.6,0,0
08-06-2026,529356,Eco and vernacular June'26,Keyword,are,SMART,1,DAILY,300,553,0,0,0,0,0,0,0,165.9,0,0
08-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,300,9,0,0,0,0,0,0,0,2.7,0,0
08-06-2026,529356,Eco and vernacular June'26,Keyword,areca,SMART,1,DAILY,300,133,0,0,0,0,0,0,0,39.9,0,0
08-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,300,16,0,0,0,0,0,0,0,4.8,0,0
08-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,300,6,0,0,0,0,0,0,0,1.8,0,0
08-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,300,16,0,0,0,0,0,0,0,4.8,0,0
08-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,300,14,0,0,0,0,0,0,0,4.2,0,0
08-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,300,49,0,0,0,0,0,0,0,14.7,0,0
08-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,300,3,0,0,0,0,0,0,0,0.9,0,0
08-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,300,2,0,0,0,0,0,0,0,0.6,0,0
08-06-2026,529356,Eco and vernacular June'26,Keyword,bamboo plate,EXACT,9,DAILY,350,24,0,0,0,0,0,0,0,8.6,0,0
08-06-2026,529356,Eco and vernacular June'26,Keyword,banana leaf plate,EXACT,1,DAILY,350,91,0,0,0,0,0,0,0,33.9,0,0
08-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,2,0,0,0,0,0,0,0,0.8,0,0
08-06-2026,529356,Eco and vernacular June'26,Keyword,bana,SMART,5,DAILY,350,55,0,0,0,0,0,0,0,19.3,0,0
08-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,1,0,0,0,0,0,0,0,0.4,0,0
08-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,3,0,0,0,0,0,0,0,1.2,0,0
08-06-2026,529356,Eco and vernacular June'26,Keyword,banana le,SMART,1,DAILY,350,108,0,0,0,0,0,0,0,39.6,0,0
08-06-2026,529356,Eco and vernacular June'26,Keyword,banana lea,SMART,1,DAILY,350,205,0,0,0,0,0,0,0,74.5,0,0
08-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,3,0,0,0,0,0,0,0,1.2,0,0
08-06-2026,529356,Eco and vernacular June'26,Keyword,banana leaf,SMART,1,DAILY,350,417,2,0,0,0,0,0,0,149.1,0,0
08-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,4,0,0,0,0,0,0,0,1.6,0,0
08-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,2,0,0,0,0,0,0,0,0.8,0,0
08-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,2,0,0,0,0,0,0,0,0.8,0,0
08-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,5,0,0,0,0,0,0,0,2,0,0
08-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,2,0,0,0,0,0,0,0,0.8,0,0
08-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,9,0,0,0,0,0,0,0,3.2,0,0
08-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,7,0,0,0,0,0,0,0,2.7,0,0
08-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,2,0,0,0,0,0,0,0,0.8,0,0
08-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,7,0,0,0,0,0,0,0,2.7,0,0
08-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,11,0,0,0,0,0,0,0,4.3,0,0
08-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,2,0,0,0,0,0,0,0,0.8,0,0
08-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,11,0,0,0,0,0,0,0,4.1,0,0
08-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,2,0,0,0,0,0,0,0,0.8,0,0
08-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,5,0,0,0,0,0,0,0,1.9,0,0
08-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,20,0,0,0,0,0,0,0,7.5,0,0
08-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,13,0,0,0,0,0,0,0,5.1,0,0
08-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,4,0,0,0,0,0,0,0,1.6,0,0
08-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,22,0,0,0,0,0,0,0,8.1,0,0
08-06-2026,529356,Eco and vernacular June'26,Keyword,bagasse plates,EXACT,1,DAILY,300,6,0,0,0,0,0,0,0,1.8,0,0
08-06-2026,529359,Discovery – Typed/Partial June'26,Keyword,disposa,EXACT,5,DAILY,300,551,8,2,2,2,238,198,1,165.3,1.439806413,2.637628554
08-06-2026,529359,Discovery – Typed/Partial June'26,Keyword,dispos,EXACT,5,DAILY,300,441,3,0,3,0,357,0,2,132.3,2.698412698,2.698412698
